DB	DB_Object_ID	DB_Object_Symbol	Qualifier 	GO ID	DB:Reference	Evidence												
SGD	S000004099	AHP1		GO:0005737	PMID:10681558|SGD_REF:S000061563	IDA		C	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20020411	SGD				
SGD	S000004099	AHP1		GO:0055114	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	P	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20170902	UniProt				
SGD	S000004099	AHP1		GO:0005737	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0963	C	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20170902	UniProt				
SGD	S000004099	AHP1		GO:0045454	SGD_REF:S000124036	IEA	InterPro:IPR013766	P	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20170902	InterPro				
SGD	S000004099	AHP1		GO:0045454	PMID:10681558|SGD_REF:S000061563	IDA		P	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20020411	SGD				
SGD	S000004099	AHP1		GO:0016209	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0049	F	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20170902	UniProt				
SGD	S000004099	AHP1		GO:0098869	SGD_REF:S000185202	IEA	GO:0008379	P	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20170902	GOC				
SGD	S000004099	AHP1		GO:0098869	SGD_REF:S000185202	IEA	GO:0004601	P	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20170902	GOC				
SGD	S000004099	AHP1		GO:0098869	SGD_REF:S000185202	IEA	GO:0016209	P	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20170902	GOC				
SGD	S000004099	AHP1		GO:0098869	SGD_REF:S000185202	IEA	GO:0051920	P	Thiol-specific peroxiredoxin	YLR109W|cTPxIII|thioredoxin peroxidase AHP1	gene	taxon:559292	20170902	GOC				
SGD	S000001135	AHT1		GO:0003674	SGD_REF:S000069584	ND		F	Putative protein of unknown function	YHR093W	gene	taxon:559292	20020925	SGD				
SGD	S000001135	AHT1		GO:0008150	SGD_REF:S000069584	ND		P	Putative protein of unknown function	YHR093W	gene	taxon:559292	20020925	SGD				
SGD	S000001135	AHT1		GO:0005575	SGD_REF:S000069584	ND		C	Putative protein of unknown function	YHR093W	gene	taxon:559292	20020925	SGD				
SGD	S000007261	AI1		GO:0006315	PMID:11687644|SGD_REF:S000068950	IDA		P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0050|intron-encoded reverse transcriptase aI1	gene	taxon:559292	20030108	SGD				
SGD	S000007261	AI1		GO:0006397	PMID:11687644|SGD_REF:S000068950	IDA		P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0050|intron-encoded reverse transcriptase aI1	gene	taxon:559292	20021119	SGD				
SGD	S000007261	AI1		GO:0005739	PMID:15925309|SGD_REF:S000081903	IMP		C	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0050|intron-encoded reverse transcriptase aI1	gene	taxon:559292	20150827	SGD				
SGD	S000007261	AI1		GO:0005739	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0173	C	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0050|intron-encoded reverse transcriptase aI1	gene	taxon:559292	20170902	UniProt				
SGD	S000007261	AI1		GO:0006278	PMID:15925309|SGD_REF:S000081903	IMP		P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0050|intron-encoded reverse transcriptase aI1	gene	taxon:559292	20150827	SGD				
SGD	S000007261	AI1		GO:0003964	PMID:15925309|SGD_REF:S000081903	IMP		F	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0050|intron-encoded reverse transcriptase aI1	gene	taxon:559292	20150827	SGD				
SGD	S000007261	AI1		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0050|intron-encoded reverse transcriptase aI1	gene	taxon:559292	20170902	UniProt				
SGD	S000007261	AI1		GO:0006397	SGD_REF:S000124036	IEA	InterPro:IPR024937	P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0050|intron-encoded reverse transcriptase aI1	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0003964	PMID:7681727|SGD_REF:S000049176	IDA		F	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20150819	SGD				
SGD	S000007262	AI2		GO:0005739	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0173	C	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	UniProt				
SGD	S000007262	AI2		GO:0004129	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0004129	SGD_REF:S000124036	IEA	InterPro:IPR023616	F	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR000883	P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR023616	P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR036927	P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:1902600	SGD_REF:S000185202	IEA	GO:0004129	P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	GOC				
SGD	S000007262	AI2		GO:0005506	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0009055	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0009060	SGD_REF:S000124036	IEA	InterPro:IPR000883	P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0016021	SGD_REF:S000124036	IEA	InterPro:IPR000883	C	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0020037	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0006397	SGD_REF:S000124036	IEA	InterPro:IPR024937	P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	InterPro				
SGD	S000007262	AI2		GO:0006314	PMID:14612420|SGD_REF:S000075266	IMP		P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20150827	SGD				
SGD	S000007262	AI2		GO:0006278	SGD_REF:S000185202	IEA	GO:0003964	P	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	GOC				
SGD	S000007262	AI2		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20170902	UniProt				
SGD	S000007262	AI2		GO:0005739	PMID:7681727|SGD_REF:S000049176	IDA		C	Reverse transcriptase required for splicing of the COX1 pre-mRNA	Q0055|intron-encoded reverse transcriptase aI2	gene	taxon:559292	20150819	SGD				
SGD	S000007263	AI3		GO:0004519	PMID:7797552|SGD_REF:S000049650	IDA		F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20021118	SGD				
SGD	S000007263	AI3		GO:0006314	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0404	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0008150	SGD_REF:S000069584	ND		P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20030821	SGD				
SGD	S000007263	AI3		GO:0008380	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0508	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0004129	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0004129	SGD_REF:S000124036	IEA	InterPro:IPR023616	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR000883	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR023616	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR036927	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0016021	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0812	C	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0006123	SGD_REF:S000185201	IBA	PANTHER:PTN000046096	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170112	GO_Central				
SGD	S000007263	AI3		GO:0004519	SGD_REF:S000124036	IEA	InterPro:IPR004860	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0004519	SGD_REF:S000124036	IEA	InterPro:IPR027434	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0005751	SGD_REF:S000185201	IBA	PANTHER:PTN000046096	C	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170112	GO_Central				
SGD	S000007263	AI3		GO:0090305	SGD_REF:S000185202	IEA	GO:0004519	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	GOC				
SGD	S000007263	AI3		GO:0090305	SGD_REF:S000185202	IEA	GO:0004518	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	GOC				
SGD	S000007263	AI3		GO:0004519	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0255	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0009060	SGD_REF:S000185201	IBA	PANTHER:PTN000046094	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170112	GO_Central				
SGD	S000007263	AI3	contributes_to	GO:0004129	SGD_REF:S000185201	IBA	PANTHER:PTN000046094	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170112	GO_Central				
SGD	S000007263	AI3		GO:0015990	SGD_REF:S000185201	IBA	PANTHER:PTN000046094	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170112	GO_Central				
SGD	S000007263	AI3		GO:0009060	SGD_REF:S000124036	IEA	InterPro:IPR000883	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0016021	SGD_REF:S000124036	IEA	InterPro:IPR000883	C	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0020037	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0005506	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0009055	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	InterPro				
SGD	S000007263	AI3		GO:0016020	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0472	C	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0016020	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0162	C	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0004518	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0540	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0006397	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0507	P	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0005739	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0173	C	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0016787	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0378	F	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20170902	UniProt				
SGD	S000007263	AI3		GO:0005739	PMID:7797552|SGD_REF:S000049650	TAS		C	Endonuclease I-SceIII	Q0060|I-SceIII|intron-encoded DNA endonuclease aI3	gene	taxon:559292	20021118	SGD				
SGD	S000007264	AI4		GO:0008380	PMID:7588637|SGD_REF:S000054913	IDA		P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20021114	SGD				
SGD	S000007264	AI4		GO:0004518	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0540	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	UniProt				
SGD	S000007264	AI4		GO:0005739	PMID:7588637|SGD_REF:S000054913	TAS		C	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20021114	SGD				
SGD	S000007264	AI4		GO:0006314	PMID:2536592|SGD_REF:S000060150	IMP		P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20040916	SGD				
SGD	S000007264	AI4		GO:0006123	SGD_REF:S000185201	IBA	PANTHER:PTN000046096	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170112	GO_Central				
SGD	S000007264	AI4		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	UniProt				
SGD	S000007264	AI4		GO:0005739	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0173	C	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	UniProt				
SGD	S000007264	AI4		GO:0004129	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0004129	SGD_REF:S000124036	IEA	InterPro:IPR023616	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR000883	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR023616	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR036927	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0004519	SGD_REF:S000124036	IEA	InterPro:IPR004860	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0004519	SGD_REF:S000124036	IEA	InterPro:IPR027434	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0005751	SGD_REF:S000185201	IBA	PANTHER:PTN000046096	C	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170112	GO_Central				
SGD	S000007264	AI4		GO:0009060	SGD_REF:S000124036	IEA	InterPro:IPR000883	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0016021	SGD_REF:S000124036	IEA	InterPro:IPR000883	C	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0020037	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0009055	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0006397	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0507	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	UniProt				
SGD	S000007264	AI4		GO:0009060	SGD_REF:S000185201	IBA	PANTHER:PTN000046094	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170112	GO_Central				
SGD	S000007264	AI4		GO:0015990	SGD_REF:S000185201	IBA	PANTHER:PTN000046094	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170112	GO_Central				
SGD	S000007264	AI4	contributes_to	GO:0004129	SGD_REF:S000185201	IBA	PANTHER:PTN000046094	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170112	GO_Central				
SGD	S000007264	AI4		GO:0005506	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	InterPro				
SGD	S000007264	AI4		GO:0008380	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0508	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	UniProt				
SGD	S000007264	AI4		GO:0090305	SGD_REF:S000185202	IEA	GO:0004519	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	GOC				
SGD	S000007264	AI4		GO:0090305	SGD_REF:S000185202	IEA	GO:0004518	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	GOC				
SGD	S000007264	AI4		GO:0016787	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0378	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	UniProt				
SGD	S000007264	AI4		GO:0004519	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0255	F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	UniProt				
SGD	S000007264	AI4		GO:0006314	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0404	P	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20170902	UniProt				
SGD	S000007264	AI4		GO:0004519	PMID:7588637|SGD_REF:S000054913	IDA		F	Endonuclease I-SceII	Q0065|I-SceII|intron-encoded DNA endonuclease aI4	gene	taxon:559292	20021114	SGD				
SGD	S000007265	AI5_ALPHA		GO:0006314	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0404	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0004129	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0004129	SGD_REF:S000124036	IEA	InterPro:IPR023615	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0004129	SGD_REF:S000124036	IEA	InterPro:IPR023616	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0004519	SGD_REF:S000124036	IEA	InterPro:IPR004860	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0004519	SGD_REF:S000124036	IEA	InterPro:IPR027434	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0005739	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0173	C	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0016021	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0812	C	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0009060	SGD_REF:S000124036	IEA	InterPro:IPR000883	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0009055	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0005506	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0090305	SGD_REF:S000185202	IEA	GO:0004519	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	GOC				
SGD	S000007265	AI5_ALPHA		GO:0090305	SGD_REF:S000185202	IEA	GO:0004518	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	GOC				
SGD	S000007265	AI5_ALPHA		GO:0015990	SGD_REF:S000185201	IBA	PANTHER:PTN000046094	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170112	GO_Central				
SGD	S000007265	AI5_ALPHA		GO:0005739	PMID:9872396|SGD_REF:S000058438	TAS		C	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20021119	SGD				
SGD	S000007265	AI5_ALPHA		GO:0004519	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0255	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0008380	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0508	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0006123	SGD_REF:S000185201	IBA	PANTHER:PTN000046096	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170112	GO_Central				
